Row Num,Season,Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,PL,Open OU,,Close OU,,MOD,HOME TEAM,HOME_1ST,HOME_2ND,HOME_3RD,HOME_FINAL,HOME_OPEN,HOME_CLOSE,HOME_PL,HOME_OU,HOME_OU_ODDS,HOME_CLOSE_OU,HOME_CLOSE_OU_ODDS
416,2017/2018,1104,68,H,Minnesota,0,0,0,0,-125,-125,-1.5(+225),5.5,-110,5.5,-109,0,,,,,,,,,,,,
417,2017/2018,1104,69,V,Carolina,0,0,1,1,-140,-144,-1.5(+200),6,100,6,-109,1,Arizona,0,1,0,2,120,124,+1.5(-240),6,-120,6,-111
418,2017/2018,1104,70,H,Arizona,0,1,0,2,120,124,+1.5(-240),6,-120,6,-111,0,,,,,,,,,,,,
419,2017/2018,1104,71,V,Pittsburgh,1,0,1,2,-145,-128,-1.5(+225),5.5,-120,5.5,-111,1,Vancouver,1,1,2,4,125,108,+1.5(-275),5.5,100,5.5,-109
420,2017/2018,1104,72,H,Vancouver,1,1,2,4,125,108,+1.5(-275),5.5,100,5.5,-109,0,,,,,,,,,,,,
421,2017/2018,1104,73,V,Nashville,2,1,0,4,140,132,+1.5(-241),5.5,110,5.5,104,1,LosAngeles,0,0,3,3,-160,-152,-1.5(+201),5.5,-130,5.5,-124
422,2017/2018,1104,74,H,LosAngeles,0,0,3,3,-160,-152,-1.5(+201),5.5,-130,5.5,-124,0,,,,,,,,,,,,
423,2017/2018,1104,75,V,Anaheim,1,0,0,1,160,166,+1.5(-180),5.5,120,5.5,110,1,SanJose,0,0,1,2,-180,-186,-1.5(+160),5.5,-140,5.5,-130
424,2017/2018,1104,76,H,SanJose,0,0,1,2,-180,-186,-1.5(+160),5.5,-140,5.5,-130,0,,,,,,,,,,,,
425,2017/2018,1105,1,V,Detroit,2,1,1,4,180,185,+1.5(-165),5.5,-105,5.5,-120,1,Edmonton,0,0,0,0,-210,-215,-1.5(+145),5.5,-115,5.5,100
426,2017/2018,1105,2,H,Edmonton,0,0,0,0,-210,-215,-1.5(+145),5.5,-115,5.5,100,0,,,,,,,,,,,,
427,2017/2018,1105,3,V,Colorado,0,2,2,4,170,190,+1.5(-145),6,-105,6,106,1,NYIslanders,2,3,1,6,-200,-230,-1.5(+125),6,-115,6,-126
428,2017/2018,1105,4,H,NYIslanders,2,3,1,6,-200,-230,-1.5(+125),6,-115,6,-126,0,,,,,,,,,,,,
429,2017/2018,1105,5,V,Montreal,0,0,2,2,150,112,+1.5(-248),6,-110,6,-115,1,Chicago,0,0,0,0,-170,-132,-1.5(+208),6,-110,6,-105
430,2017/2018,1105,6,H,Chicago,0,0,0,0,-170,-132,-1.5(+208),6,-110,6,-105,0,,,,,,,,,,,,
431,2017/2018,1105,7,V,NewJersey,1,2,1,4,150,170,+1.5(-160),5.5,-115,5.5,-130,1,Calgary,1,2,1,5,-170,-200,-1.5(+140),5.5,-105,5.5,110
432,2017/2018,1105,8,H,Calgary,1,2,1,5,-170,-200,-1.5(+140),5.5,-105,5.5,110,0,,,,,,,,,,,,
433,2017/2018,1106,51,V,Arizona,2,0,0,2,195,190,+1.5(-145),6,100,6,-105,1,Washington,1,1,0,3,-235,-230,-1.5(+125),6,-120,6,-115
434,2017/2018,1106,52,H,Washington,1,1,0,3,-235,-230,-1.5(+125),6,-120,6,-115,0,,,,,,,,,,,,
435,2017/2018,1106,53,V,Minnesota,1,0,2,3,110,-118,-1.5(+240),5.5,105,5.5,120,1,Boston,2,2,1,5,-130,-102,+1.5(-300),5.5,-125,5.5,-140
436,2017/2018,1106,54,H,Boston,2,2,1,5,-130,-102,+1.5(-300),5.5,-125,5.5,-140,0,,,,,,,,,,,,
437,2017/2018,1106,55,V,Columbus,0,2,1,3,-108,-119,-1.5(+235),6,-105,6,-115,1,NYRangers,0,1,4,5,-112,-101,+1.5(-295),6,-115,6,-105
438,2017/2018,1106,56,H,NYRangers,0,1,4,5,-112,-101,+1.5(-295),6,-115,6,-105,0,,,,,,,,,,,,
439,2017/2018,1106,57,V,Vegas,1,1,1,3,205,200,+1.5(-135),6.5,-105,6.5,-115,1,Toronto,3,0,0,4,-245,-240,-1.5(+115),6.5,-115,6.5,-105
440,2017/2018,1106,58,H,Toronto,3,0,0,4,-245,-240,-1.5(+115),6.5,-115,6.5,-105,0,,,,,,,,,,,,
441,2017/2018,1106,59,V,Winnipeg,3,0,1,4,125,117,+1.5(-238),6,-125,6,109,1,Dallas,0,1,0,1,-145,-137,-1.5(+198),6,105,6,-129
442,2017/2018,1106,60,H,Dallas,0,1,0,1,-145,-137,-1.5(+198),6,105,6,-129,0,,,,,,,,,,,,
443,2017/2018,1106,61,V,Detroit,1,1,1,3,120,135,+1.5(-219),5,-135,5.5,110,1,Vancouver,0,0,2,2,-140,-155,-1.5(+189),5,115,5.5,-130
444,2017/2018,1106,62,H,Vancouver,0,0,2,2,-140,-155,-1.5(+189),5,115,5.5,-130,0,,,,,,,,,,,,
445,2017/2018,1107,1,V,Edmonton,0,1,0,2,105,105,+1.5(-275),5.5,-125,6,-122,1,NYIslanders,0,1,0,1,-125,-125,-1.5(+225),5.5,105,6,102
446,2017/2018,1107,2,H,NYIslanders,0,1,0,1,-125,-125,-1.5(+225),5.5,105,6,102,0,,,,,,,,,,,,
447,2017/2018,1107,3,V,Arizona,0,0,1,1,205,240,+1.5(-115),6,-120,6,-115,1,Pittsburgh,2,0,1,3,-245,-300,-1.5(-105),6,100,6,-105
448,2017/2018,1107,4,H,Pittsburgh,2,0,1,3,-245,-300,-1.5(-105),6,100,6,-105,0,,,,,,,,,,,,
449,2017/2018,1107,5,V,Florida,0,1,0,1,125,121,+1.5(-235),5.5,-120,5.5,-120,1,Carolina,0,1,2,3,-145,-141,-1.5(+195),5.5,100,5.5,100
450,2017/2018,1107,6,H,Carolina,0,1,2,3,-145,-141,-1.5(+195),5.5,100,5.5,100,0,,,,,,,,,,,,
451,2017/2018,1107,7,V,Washington,0,1,0,1,-111,-116,-1.5(+230),5.5,-110,5.5,-105,1,Buffalo,0,1,2,3,-109,-104,+1.5(-290),5.5,-110,5.5,-115
452,2017/2018,1107,8,H,Buffalo,0,1,2,3,-109,-104,+1.5(-290),5.5,-110,5.5,-115,0,,,,,,,,,,,,
453,2017/2018,1107,9,V,Nashville,0,1,2,3,105,100,+1.5(-295),5.5,-125,5.5,-110,1,Columbus,0,0,1,1,-125,-120,-1.5(+235),5.5,105,5.5,-110
454,2017/2018,1107,10,H,Columbus,0,0,1,1,-125,-120,-1.5(+235),5.5,105,5.5,-110,0,,,,,,,,,,,,
455,2017/2018,1107,11,V,St.Louis,0,1,2,3,-135,-135,-1.5(+200),5.5,-110,5.5,100,1,NewJersey,1,0,0,1,115,115,+1.5(-240),5.5,-110,5.5,-120
456,2017/2018,1107,12,H,NewJersey,1,0,0,1,115,115,+1.5(-240),5.5,-110,5.5,-120,0,,,,,,,,,,,,
457,2017/2018,1107,13,V,Vegas,1,0,1,2,170,205,+1.5(-140),6,-110,6,-135,1,Montreal,2,1,0,3,-200,-245,-1.5(+120),6,-110,6,115
458,2017/2018,1107,14,H,Montreal,2,1,0,3,-200,-245,-1.5(+120),6,-110,6,115,0,,,,,,,,,,,,
459,2017/2018,1107,15,V,Vancouver,1,2,2,5,160,163,+1.5(-200),5.5,105,5.5,115,1,Calgary,1,2,0,3,-180,-183,-1.5(+170),5.5,-125,5.5,-135
460,2017/2018,1107,16,H,Calgary,1,2,0,3,-180,-183,-1.5(+170),5.5,-125,5.5,-135,0,,,,,,,,,,,,
461,2017/2018,1107,17,V,LosAngeles,1,1,1,4,-120,-126,-1.5(+235),5,-130,5.5,120,1,Anaheim,2,1,0,3,100,106,+1.5(-295),5,110,5.5,-140
462,2017/2018,1107,18,H,Anaheim,2,1,0,3,100,106,+1.5(-295),5,110,5.5,-140,0,,,,,,,,,,,,
463,2017/2018,1108,51,V,Minnesota,1,0,1,2,135,114,+1.5(-245),6,-115,6,-105,1,Toronto,1,1,2,4,-155,-134,-1.5(+205),6,-105,6,-115
464,2017/2018,1108,52,H,Toronto,1,1,2,4,-155,-134,-1.5(+205),6,-105,6,-115,0,,,,,,,,,,,,
465,2017/2018,1108,53,V,Boston,1,0,1,2,130,117,+1.5(-245),5.5,-130,5.5,-122,1,NYRangers,3,0,1,4,-150,-137,-1.5(+205),5.5,110,5.5,102
466,2017/2018,1108,54,H,NYRangers,3,0,1,4,-150,-137,-1.5(+205),5.5,110,5.5,102,0,,,,,,,,,,,,
467,2017/2018,1108,55,V,TampaBay,1,3,1,5,-105,104,+1.5(-270),5.5,-110,5.5,-108,1,SanJose,1,0,0,1,-115,-124,-1.5(+220),5.5,-110,5.5,-112
468,2017/2018,1108,56,H,SanJose,1,0,0,1,-115,-124,-1.5(+220),5.5,-110,5.5,-112,0,,,,,,,,,,,,
469,2017/2018,1109,1,V,Chicago,0,1,0,1,-103,104,+1.5(-300),5.5,-120,5.5,-112,1,Philadelphia,2,1,0,3,-117,-124,-1.5(+240),5.5,100,5.5,-108
470,2017/2018,1109,2,H,Philadelphia,2,1,0,3,-117,-124,-1.5(+240),5.5,100,5.5,-108,0,,,,,,,,,,,,
471,2017/2018,1109,3,V,Edmonton,0,1,1,3,-127,-126,-1.5(+225),5.5,-120,5.5,-127,1,NewJersey,1,1,0,2,107,106,+1.5(-275),5.5,100,5.5,107
472,2017/2018,1109,4,H,NewJersey,1,1,0,2,107,106,+1.5(-275),5.5,100,5.5,107,0,,,,,,,,,,,,
473,2017/2018,1109,5,V,Minnesota,0,0,3,3,120,105,+1.5(-270),5.5,-120,5.5,-120,1,Montreal,0,0,0,0,-140,-125,-1.5(+220),5.5,100,5.5,100
474,2017/2018,1109,6,H,Montreal,0,0,0,0,-140,-125,-1.5(+220),5.5,100,5.5,100,0,,,,,,,,,,,,
475,2017/2018,1109,7,V,Arizona,0,2,0,2,200,195,+1.5(-147),5.5,-120,5.5,-101,1,St.Louis,0,1,1,3,-240,-235,-1.5(+127),5.5,100,5.5,-119
476,2017/2018,1109,8,H,St.Louis,0,1,1,3,-240,-235,-1.5(+127),5.5,100,5.5,-119,0,,,,,,,,,,,,
477,2017/2018,1109,9,V,Detroit,0,3,0,3,147,143,+1.5(-215),5.5,105,5.5,-108,1,Calgary,2,3,1,6,-167,-163,-1.5(+185),5.5,-125,5.5,-112
478,2017/2018,1109,10,H,Calgary,2,3,1,6,-167,-163,-1.5(+185),5.5,-125,5.5,-112,0,,,,,,,,,,,,
479,2017/2018,1109,11,V,Vancouver,1,0,0,1,128,109,+1.5(-270),5.5,110,5.5,105,1,Anaheim,1,1,2,4,-148,-129,-1.5(+220),5.5,-130,5.5,-125
480,2017/2018,1109,12,H,Anaheim,1,1,2,4,-148,-129,-1.5(+220),5.5,-130,5.5,-125,0,,,,,,,,,,,,
481,2017/2018,1109,13,V,TampaBay,4,0,1,5,120,110,+1.5(-270),5.5,-115,5.5,-125,1,LosAngeles,0,1,1,2,-140,-130,-1.5(+220),5.5,-105,5.5,105
482,2017/2018,1109,14,H,LosAngeles,0,1,1,2,-140,-130,-1.5(+220),5.5,-105,5.5,105,0,,,,,,,,,,,,
483,2017/2018,1110,51,V,Ottawa,2,1,0,4,-125,-148,-1.5(+200),6,100,6,-115,1,Colorado,1,1,1,3,105,128,+1.5(-240),6,-120,6,-105
484,2017/2018,1110,52,H,Colorado,1,1,1,3,105,128,+1.5(-240),6,-120,6,-105,0,,,,,,,,,,,,
485,2017/2018,1110,53,V,Carolina,0,1,2,3,135,145,+1.5(-210),5.5,-110,5.5,-110,1,Columbus,1,0,0,1,-155,-165,-1.5(+180),5.5,-110,5.5,-110
486,2017/2018,1110,54,H,Columbus,1,0,0,1,-155,-165,-1.5(+180),5.5,-110,5.5,-110,0,,,,,,,,,,,,
487,2017/2018,1110,55,V,Pittsburgh,0,1,0,1,110,-120,-1.5(+240),6,100,5.5,-115,1,Washington,1,1,2,4,-130,100,+1.5(-300),6,-120,5.5,-105
488,2017/2018,1110,56,H,Washington,1,1,2,4,-130,100,+1.5(-300),6,-120,5.5,-105,0,,,,,,,,,,,,
489,2017/2018,1110,57,V,Boston,0,1,1,2,137,118,+1.5(-260),6,-110,6,-105,1,Toronto,0,1,1,3,-157,-138,-1.5(+210),6,-110,6,-115
490,2017/2018,1110,58,H,Toronto,0,1,1,3,-157,-138,-1.5(+210),6,-110,6,-115,0,,,,,,,,,,,,
491,2017/2018,1110,59,V,Florida,0,1,3,4,105,-105,+1.5(-305),5.5,-110,5.5,-125,1,Buffalo,1,0,0,1,-125,-115,-1.5(+245),5.5,-110,5.5,105
492,2017/2018,1110,60,H,Buffalo,1,0,0,1,-125,-115,-1.5(+245),5.5,-110,5.5,105,0,,,,,,,,,,,,
493,2017/2018,1110,61,V,NYIslanders,0,0,0,0,120,117,+1.5(-260),6,-110,6,-105,1,Dallas,3,2,0,5,-140,-137,-1.5(+210),6,-110,6,-115
494,2017/2018,1110,62,H,Dallas,3,2,0,5,-140,-137,-1.5(+210),6,-110,6,-115,0,,,,,,,,,,,,
495,2017/2018,1110,63,V,Winnipeg,1,1,0,2,-145,-130,-1.5(+225),6,-110,6,-110,1,Vegas,2,3,0,5,125,110,+1.5(-275),6,-110,6,-110
496,2017/2018,1110,64,H,Vegas,2,3,0,5,125,110,+1.5(-275),6,-110,6,-110,0,,,,,,,,,,,,
497,2017/2018,1111,1,V,Edmonton,1,1,0,2,108,-102,+1.5(-290),5.5,-120,6,-117,1,NYRangers,1,2,1,4,-128,-118,-1.5(+230),5.5,100,6,-103
498,2017/2018,1111,2,H,NYRangers,1,2,1,4,-128,-118,-1.5(+230),5.5,100,6,-103,0,,,,,,,,,,,,
499,2017/2018,1111,3,V,Colorado,1,2,0,3,113,120,+1.5(-240),6,-105,6,-115,1,Ottawa,0,2,2,4,-133,-140,-1.5(+200),6,-115,6,-105
500,2017/2018,1111,4,H,Ottawa,0,2,2,4,-133,-140,-1.5(+200),6,-115,6,-105,0,,,,,,,,,,,,
501,2017/2018,1111,5,V,Columbus,1,0,0,2,-115,-129,-1.5(+230),5.5,-110,5.5,-110,1,Detroit,0,0,1,1,-105,109,+1.5(-290),5.5,-110,5.5,-110
502,2017/2018,1111,6,H,Detroit,0,0,1,1,-105,109,+1.5(-290),5.5,-110,5.5,-110,0,,,,,,,,,,,,
503,2017/2018,1111,7,V,Chicago,0,1,2,4,108,123,+1.5(-230),5.5,-110,5.5,-109,1,Carolina,2,1,0,3,-128,-143,-1.5(+190),5.5,-110,5.5,-111
504,2017/2018,1111,8,H,Carolina,2,1,0,3,-128,-143,-1.5(+190),5.5,-110,5.5,-111,0,,,,,,,,,,,,
505,2017/2018,1111,9,V,Florida,0,1,0,1,118,110,+1.5(-270),6,100,6,-110,1,NewJersey,1,1,0,2,-138,-130,-1.5(+220),6,-120,6,-110
506,2017/2018,1111,10,H,NewJersey,1,1,0,2,-138,-130,-1.5(+220),6,-120,6,-110,0,,,,,,,,,,,,
507,2017/2018,1111,11,V,Buffalo,1,0,0,1,160,195,+1.5(-150),5.5,-125,5.5,-105,1,Montreal,0,0,1,2,-180,-235,-1.5(+130),5.5,105,5.5,-115
508,2017/2018,1111,12,H,Montreal,0,0,1,2,-180,-235,-1.5(+130),5.5,105,5.5,-115,0,,,,,,,,,,,,
509,2017/2018,1111,13,V,Toronto,2,0,2,4,120,125,+1.5(-235),6,100,6,-110,1,Boston,1,0,0,1,-140,-145,-1.5(+195),6,-120,6,-110
510,2017/2018,1111,14,H,Boston,1,0,0,1,-140,-145,-1.5(+195),6,-120,6,-110,0,,,,,,,,,,,,
511,2017/2018,1111,15,V,Minnesota,0,0,1,1,102,110,+1.5(-290),5.5,-115,5,-140,1,Philadelphia,0,0,0,0,-122,-130,-1.5(+230),5.5,-105,5,120
512,2017/2018,1111,16,H,Philadelphia,0,0,0,0,-122,-130,-1.5(+230),5.5,-105,5,120,0,,,,,,,,,,,,
513,2017/2018,1111,17,V,NYIslanders,3,1,1,5,155,148,+1.5(-205),5.5,-110,5.5,-110,1,St.Louis,0,1,1,2,-175,-168,-1.5(+175),5.5,-110,5.5,-110
514,2017/2018,1111,18,H,St.Louis,0,1,1,2,-175,-168,-1.5(+175),5.5,-110,5.5,-110,0,,,,,,,,,,,,
515,2017/2018,1111,19,V,Pittsburgh,1,1,2,4,135,125,+1.5(-240),6,105,6,105,1,Nashville,0,3,1,5,-155,-145,-1.5(+200),6,-125,6,-125
516,2017/2018,1111,20,H,Nashville,0,3,1,5,-155,-145,-1.5(+200),6,-125,6,-125,0,,,,,,,,,,,,
517,2017/2018,1111,21,V,Winnipeg,0,1,3,4,-135,-115,-1.5(+235),6,-105,5.5,-120,1,Arizona,1,0,0,1,115,-105,+1.5(-295),6,-115,5.5,100
518,2017/2018,1111,22,H,Arizona,1,0,0,1,115,-105,+1.5(-295),6,-115,5.5,100,0,,,,,,,,,,,,
519,2017/2018,1111,23,V,Vancouver,0,0,0,0,160,170,+1.5(-170),5.5,105,5.5,120,1,SanJose,1,1,3,5,-180,-200,-1.5(+150),5.5,-125,5.5,-140
520,2017/2018,1111,24,H,SanJose,1,1,3,5,-180,-200,-1.5(+150),5.5,-125,5.5,-140,0,,,,,,,,,,,,
521,2017/2018,1112,51,V,Edmonton,0,0,1,1,148,138,+1.5(-205),5.5,-110,5.5,-120,1,Washington,0,0,1,2,-168,-158,-1.5(+175),5.5,-110,5.5,100
522,2017/2018,1112,52,H,Washington,0,0,1,2,-168,-158,-1.5(+175),5.5,-110,5.5,100,0,,,,,,,,,,,,
523,2017/2018,1112,53,V,NewJersey,2,4,1,7,165,173,+1.5(-168),6,100,6,105,1,Chicago,4,1,0,5,-185,-203,-1.5(+147),6,-120,6,-125
524,2017/2018,1112,54,H,Chicago,4,1,0,5,-185,-203,-1.5(+147),6,-120,6,-125,0,,,,,,,,,,,,
525,2017/2018,1112,55,V,TampaBay,0,1,1,2,-148,-151,-1.5(+195),5.5,-125,6,110,1,Anaheim,0,0,1,1,128,131,+1.5(-235),5.5,105,6,-130
526,2017/2018,1112,56,H,Anaheim,0,0,1,1,128,131,+1.5(-235),5.5,105,6,-130,0,,,,,,,,,,,,
527,2017/2018,1112,57,V,SanJose,0,0,2,2,128,120,+1.5(-245),5.5,115,5.5,120,1,LosAngeles,1,0,0,1,-148,-140,-1.5(+205),5.5,-135,5.5,-140
528,2017/2018,1112,58,H,LosAngeles,1,0,0,1,-148,-140,-1.5(+205),5.5,-135,5.5,-140,0,,,,,,,,,,,,
529,2017/2018,1113,1,V,Dallas,0,1,0,1,102,110,+1.5(-275),6,-105,5.5,105,1,Carolina,1,0,4,5,-122,-130,-1.5(+225),6,-115,5.5,-125
530,2017/2018,1113,2,H,Carolina,1,0,4,5,-122,-130,-1.5(+225),6,-115,5.5,-125,0,,,,,,,,,,,,
531,2017/2018,1113,3,V,St.Louis,2,0,2,4,-105,-112,+1.5(-320),5.5,110,5.5,-105,1,Calgary,2,0,5,7,-115,-108,-1.5(+255),5.5,-130,5.5,-115
532,2017/2018,1113,4,H,Calgary,2,0,5,7,-115,-108,-1.5(+255),5.5,-130,5.5,-115,0,,,,,,,,,,,,
533,2017/2018,1114,51,V,Buffalo,2,2,0,4,190,195,+1.5(-140),6,100,5.5,-110,1,Pittsburgh,1,2,1,5,-230,-235,-1.5(+120),6,-120,5.5,-110
534,2017/2018,1114,52,H,Pittsburgh,1,2,1,5,-230,-235,-1.5(+120),6,-120,5.5,-110,0,,,,,,,,,,,,
535,2017/2018,1114,53,V,Columbus,1,0,0,2,-105,-105,+1.5(-320),5.5,-105,5.5,-110,1,Montreal,0,0,1,1,-115,-115,-1.5(+255),5.5,-115,5.5,-110
536,2017/2018,1114,54,H,Montreal,0,0,1,1,-115,-115,-1.5(+255),5.5,-115,5.5,-110,0,,,,,,,,,,,,
537,2017/2018,1114,55,V,Dallas,1,2,0,3,110,110,+1.5(-260),6,-110,6,100,1,Florida,2,0,1,4,-130,-130,-1.5(+210),6,-110,6,-120
538,2017/2018,1114,56,H,Florida,2,0,1,4,-130,-130,-1.5(+210),6,-110,6,-120,0,,,,,,,,,,,,
539,2017/2018,1114,57,V,Arizona,0,0,1,1,175,170,+1.5(-180),6,105,5.5,110,1,Winnipeg,1,3,0,4,-205,-200,-1.5(+160),6,-125,5.5,-130
540,2017/2018,1114,58,H,Winnipeg,1,3,0,4,-205,-200,-1.5(+160),6,-125,5.5,-130,0,,,,,,,,,,,,
541,2017/2018,1114,59,V,Washington,0,3,0,3,120,122,+1.5(-240),5.5,-110,5,-140,1,Nashville,2,4,0,6,-140,-142,-1.5(+200),5.5,-110,5,120
542,2017/2018,1114,60,H,Nashville,2,4,0,6,-140,-142,-1.5(+200),5.5,-110,5,120,0,,,,,,,,,,,,
543,2017/2018,1114,61,V,Philadelphia,0,0,0,0,125,130,+1.5(-230),5.5,-105,5,-140,1,Minnesota,1,0,2,3,-145,-150,-1.5(+190),5.5,-115,5,120
544,2017/2018,1114,62,H,Minnesota,1,0,2,3,-145,-150,-1.5(+190),5.5,-115,5,120,0,,,,,,,,,,,,
545,2017/2018,1114,63,V,Vegas,0,1,1,2,170,162,+1.5(-180),6,105,6,110,1,Edmonton,3,1,4,8,-200,-182,-1.5(+160),6,-125,6,-130
546,2017/2018,1114,64,H,Edmonton,3,1,4,8,-200,-182,-1.5(+160),6,-125,6,-130,0,,,,,,,,,,,,
547,2017/2018,1114,65,V,Vancouver,0,2,1,3,170,158,+1.5(-180),5.5,110,5.5,115,1,LosAngeles,2,0,0,2,-200,-178,-1.5(+160),5.5,-130,5.5,-135
548,2017/2018,1114,66,H,LosAngeles,2,0,0,2,-200,-178,-1.5(+160),5.5,-130,5.5,-135,0,,,,,,,,,,,,
549,2017/2018,1115,1,V,Calgary,1,1,0,2,-105,-107,+1.5(-315),5.5,-110,5.5,-115,1,Detroit,4,2,2,8,-115,-113,-1.5(+250),5.5,-110,5.5,-105
550,2017/2018,1115,2,H,Detroit,4,2,2,8,-115,-113,-1.5(+250),5.5,-110,5.5,-105,0,,,,,,,,,,,,
551,2017/2018,1115,3,V,NYRangers,1,0,2,3,113,115,+1.5(-260),6,100,6,-110,1,Chicago,0,1,5,6,-133,-135,-1.5(+210),6,-120,6,-110
552,2017/2018,1115,4,H,Chicago,0,1,5,6,-133,-135,-1.5(+210),6,-120,6,-110,0,,,,,,,,,,,,
553,2017/2018,1115,5,V,Boston,0,1,1,2,108,-106,+1.5(-290),5.5,110,5,-145,1,Anaheim,1,2,1,4,-128,-114,-1.5(+230),5.5,-130,5,125
554,2017/2018,1115,6,H,Anaheim,1,2,1,4,-128,-114,-1.5(+230),5.5,-130,5,125,0,,,,,,,,,,,,
555,2017/2018,1116,51,V,NewJersey,0,0,0,0,155,143,+1.5(-210),6,-115,6,-105,1,Toronto,0,0,0,1,-175,-163,-1.5(+180),6,-105,6,-115
556,2017/2018,1116,52,H,Toronto,0,0,0,1,-175,-163,-1.5(+180),6,-105,6,-115,0,,,,,,,,,,,,
557,2017/2018,1116,53,V,Carolina,1,3,0,4,108,-108,+1.5(-315),5.5,-125,5.5,105,1,NYIslanders,3,0,3,6,-128,-112,-1.5(+250),5.5,105,5.5,-125
558,2017/2018,1116,54,H,NYIslanders,3,0,3,6,-128,-112,-1.5(+250),5.5,105,5.5,-125,0,,,,,,,,,,,,
559,2017/2018,1116,55,V,Pittsburgh,0,2,1,3,-115,-120,-1.5(+230),5.5,-125,6,-105,1,Ottawa,0,0,1,1,-105,100,+1.5(-290),5.5,105,6,-115
560,2017/2018,1116,56,H,Ottawa,0,0,1,1,-105,100,+1.5(-290),5.5,105,6,-115,0,,,,,,,,,,,,
561,2017/2018,1116,57,V,Arizona,0,3,2,5,165,173,+1.5(-170),5.5,105,5.5,100,1,Montreal,2,2,0,4,-185,-203,-1.5(+150),5.5,-125,5.5,-120
562,2017/2018,1116,58,H,Montreal,2,2,0,4,-185,-203,-1.5(+150),5.5,-125,5.5,-120,0,,,,,,,,,,,,
563,2017/2018,1116,59,V,Dallas,0,1,0,1,147,158,+1.5(-180),6,-115,6,100,1,TampaBay,0,3,3,6,-167,-178,-1.5(+160),6,-105,6,-120
564,2017/2018,1116,60,H,TampaBay,0,3,3,6,-167,-178,-1.5(+160),6,-105,6,-120,0,,,,,,,,,,,,
565,2017/2018,1116,61,V,Philadelphia,2,0,0,2,118,-101,+1.5(-290),5.5,-115,5.5,105,1,Winnipeg,0,1,1,3,-138,-119,-1.5(+230),5.5,-105,5.5,-125
566,2017/2018,1116,62,H,Winnipeg,0,1,1,3,-138,-119,-1.5(+230),5.5,-105,5.5,-125,0,,,,,,,,,,,,
567,2017/2018,1116,63,V,Nashville,1,2,1,4,108,122,+1.5(-260),5,-140,5,-145,1,Minnesota,0,2,4,6,-128,-142,-1.5(+210),5,120,5,125
568,2017/2018,1116,64,H,Minnesota,0,2,4,6,-128,-142,-1.5(+210),5,120,5,125,0,,,,,,,,,,,,
569,2017/2018,1116,65,V,St.Louis,1,1,2,4,105,110,+1.5(-260),5.5,-110,5.5,-105,1,Edmonton,1,0,0,1,-125,-130,-1.5(+210),5.5,-110,5.5,-115
570,2017/2018,1116,66,H,Edmonton,1,0,0,1,-125,-130,-1.5(+210),5.5,-110,5.5,-115,0,,,,,,,,,,,,
571,2017/2018,1116,67,V,Washington,0,1,1,2,-133,-130,-1.5(+230),5.5,-115,6,105,1,Colorado,2,1,3,6,113,110,+1.5(-290),5.5,-105,6,-125
572,2017/2018,1116,68,H,Colorado,2,1,3,6,113,110,+1.5(-290),5.5,-105,6,-125,0,,,,,,,,,,,,
573,2017/2018,1116,69,V,Vegas,2,0,3,5,143,130,+1.5(-230),6,100,6,100,1,Vancouver,0,2,0,2,-163,-150,-1.5(+190),6,-120,6,-120
574,2017/2018,1116,70,H,Vancouver,0,2,0,2,-163,-150,-1.5(+190),6,-120,6,-120,0,,,,,,,,,,,,
575,2017/2018,1116,71,V,Florida,0,1,1,2,137,145,+1.5(-205),5.5,-110,5.5,100,1,SanJose,0,0,0,0,-157,-165,-1.5(+175),5.5,-110,5.5,-120
576,2017/2018,1116,72,H,SanJose,0,0,0,0,-157,-165,-1.5(+175),5.5,-110,5.5,-120,0,,,,,,,,,,,,
577,2017/2018,1116,73,V,Boston,1,1,0,2,155,165,+1.5(-175),5.5,-110,5.5,100,1,LosAngeles,0,1,0,1,-175,-185,-1.5(+155),5.5,-110,5.5,-120
578,2017/2018,1116,74,H,LosAngeles,0,1,0,1,-175,-185,-1.5(+155),5.5,-110,5.5,-120,0,,,,,,,,,,,,
579,2017/2018,1117,1,V,NYRangers,0,0,0,0,113,127,+1.5(-230),6,100,6,112,1,Columbus,0,1,1,2,-133,-147,-1.5(+190),6,-120,6,-132
580,2017/2018,1117,2,H,Columbus,0,1,1,2,-133,-147,-1.5(+190),6,-120,6,-132,0,,,,,,,,,,,,
581,2017/2018,1117,3,V,Buffalo,0,0,1,1,140,116,+1.5(-265),5.5,100,5.5,-107,1,Detroit,0,1,2,3,-160,-136,-1.5(+215),5.5,-120,5.5,-113
582,2017/2018,1117,4,H,Detroit,0,1,2,3,-160,-136,-1.5(+215),5.5,-120,5.5,-113,0,,,,,,,,,,,,
583,2017/2018,1118,51,V,Calgary,1,3,0,5,113,123,+1.5(-230),5.5,-113,5.5,-110,1,Philadelphia,3,1,0,4,-133,-143,-1.5(+190),5.5,-107,5.5,-110
584,2017/2018,1118,52,H,Philadelphia,3,1,0,4,-133,-143,-1.5(+190),5.5,-107,5.5,-110,0,,,,,,,,,,,,
585,2017/2018,1118,53,V,Arizona,1,0,1,3,170,162,+1.5(-180),5.5,-110,5.5,-105,1,Ottawa,1,1,0,2,-200,-182,-1.5(+160),5.5,-110,5.5,-115
